dataset,fold,case,label_1_hd95,label_1_esd_mm,label_1_density_hu
KidneyTumor,fold_1,neg_014.nii.gz,0.0,0.0,
KidneyTumor,fold_1,neg_015.nii.gz,,14.71338847729857,11.448574338085539
KidneyTumor,fold_1,neg_017.nii.gz,0.0,0.0,
KidneyTumor,fold_1,neg_019.nii.gz,0.0,0.0,
KidneyTumor,fold_1,neg_027.nii.gz,0.0,0.0,
KidneyTumor,fold_1,neg_031.nii.gz,0.0,0.0,
KidneyTumor,fold_1,neg_039.nii.gz,0.0,0.0,
KidneyTumor,fold_1,neg_042.nii.gz,,14.111762132629604,38.70753392606458
KidneyTumor,fold_1,neg_044.nii.gz,0.0,0.0,
KidneyTumor,fold_1,neg_049.nii.gz,0.0,0.0,
KidneyTumor,fold_1,neg_066.nii.gz,0.0,0.0,
KidneyTumor,fold_1,neg_068.nii.gz,0.0,0.0,
KidneyTumor,fold_1,neg_070.nii.gz,0.0,0.0,
KidneyTumor,fold_1,neg_075.nii.gz,0.0,0.0,
KidneyTumor,fold_1,neg_089.nii.gz,,24.345826292262533,7.407718120805369
KidneyTumor,fold_1,neg_103.nii.gz,0.0,0.0,
KidneyTumor,fold_1,neg_106.nii.gz,0.0,0.0,
KidneyTumor,fold_1,neg_110.nii.gz,0.0,0.0,
KidneyTumor,fold_1,neg_115.nii.gz,0.0,0.0,
KidneyTumor,fold_1,tumor_015.nii.gz,178.04149930865495,112.11846259484854,2.836295104166447
KidneyTumor,fold_1,tumor_023.nii.gz,2.5720216581817987,41.189858052083196,156.8171145736545
KidneyTumor,fold_1,tumor_026.nii.gz,2.3506668767873085,51.64879168115275,57.890601575545325
KidneyTumor,fold_1,tumor_027.nii.gz,5.100762717864367,47.34408393387216,82.16696096245714
KidneyTumor,fold_1,tumor_034.nii.gz,2.56640625,25.88990520122177,85.0748630798969
KidneyTumor,fold_1,tumor_035.nii.gz,29.85377140039904,71.46056274026014,96.2720321482391
KidneyTumor,fold_1,tumor_040.nii.gz,3.2728519081299114,35.37343959994286,69.64361352515884
KidneyTumor,fold_1,tumor_050.nii.gz,204.02134663717985,20.84241497581325,55.6437674065322
KidneyTumor,fold_1,tumor_051.nii.gz,189.29738016590542,27.65230570785627,73.56212287438288
KidneyTumor,fold_1,tumor_055.nii.gz,73.74028433853809,50.377115656754796,151.11704382519792
